1	RT @liberation_info La Corée du Nord ouvre un compte Twitter http://bit.ly/cQaBhq Il était temps ! 	negative
2	Breivik était sous l'emprise de stupéfiants ah voilà ! c'était la drogue, pas l'extrême-droite qui l'a rendu fou http://www.cyberpresse.ca/international/dossiers/massacre-en-norvege/201108/08/01-4424322-breivik-etait-sous-lemprise-de-stupefiants-illegaux.php	mixed
3	@sormiou12 J'ai hâte de voir qui est aveuglés par la propagande... Kadhafi est tellement bon pour la libye... #Libye 	negative
4	Quelle influence La #Syrie rejette l’appel de la Ligue arabe pour un arrêt de la violence http://www.gnet.tn/revue-de-presse-internationale/la-syrie-rejette-lappel-de-la-ligue-arabe-pour-un-arret-de-la-violence/id-menu-957.html	negative
5	Les pays émergents vont prêter de l'argent aux occidentaux via le #FMI #francecu 	negative
6	@Diakilla972 c'est sûr que la présidence Sarkozy est un succès ! 	negative
7	"Il y autant de supporters du Real que du Barça à Madrid" dixit le supporter à Getafe.Traître, tu connais rien au football! ha ha ha 	negative
8	S'il est élu, Hollande veut renégocier l'accord européen un message responsable envoyé aux créanciers du pays http://bit.ly/rOdclM	objective
9	#WTF @Alkanz 1ère page Google apparaît ce lien : Je ne savais pas qu' @Alkanz était islamiste http://ripostelaique.com/le-sulfureux-site-islamiste-al.html	negative
10	N'oublions pas Alain #Roche qui attend la famille #Beckham au Bourget depuis samedi... #PSG #EmploiFictif 	negative
11	http://www.pcinpact.com/news/68158-numericable-box-details-200-mbps.htm 200 Mbits pour les parisiens, de 30 à 100 Mbits pour les autres Mais quelle révolution ! cc @Numericable 	objective
12	video. Assemblee Nationale ou la vraie cours de recreation... Bref, bravo l'UMP #Letchimy #Gueant http://lelab.europe1.fr/t/alerte-godwin-a-l-assemblee-787	objective
13	On appelle ça: Possibilité de pleinement s'exprimer? "[News] La Chine interdit le micro-blogging anonyme http://goo.gl/fb/iJO92"	negative
14	Boutin se rallie à Sarkozy. Tant mieux, entre les deux, je ne savais vraiment pas qui choisir 	negative
15	Sur son affiche de campagne, Nicolas Sarkozy pose devant une mer... en Grèce ou #foutagedegueule #sarkon http://20min.fr/a/881293	objective
16	Affaire Carlton: Souffrant, DSK pourrait ne pas se présenter mardi à Lille devant les enquêteurs http://bit.ly/AmUw61 #Morandini	objective
17	Le parquet de Lille indique que DSK n'a pas décommandé sa convocation de demain et sera "très probablement" placé en gav #Carlton	negative
18	DSK n'est pas tiré d'affaire: Une première audience aura lieu le 15 mars à New York dans la procédure civile int... http://bit.ly/xs4rkl	objective
19	"Si DSK n'avait pas eu cette affaire là, j'aurais voté pour lui." Un instantané de campagne en vidéo ! http://bit.ly/AwIzdL #2012Avelo	negative
20	Sarkozy : "le PS voulait DSK", pas Hollande le "rigolo" - LaDépêche.fr http://bit.ly/zxAD6Q	objective
21	#inattendu , #insolite RT @LeNouvelObs Présidentielle russe : Poutine récupère les clés du Kremlin http://bit.ly/wQo63R	objective
22	Je l'aime bien ce gars là ! Poutine annoncé vainqueur de la présidentielle russe via @lemondefr http://www.lemonde.fr/international/article/2012/03/04/les-russes-ont-commence-a-voter-pour-choisir-leur-president_1651619_3210.html#xtor=AL-32280258	negative
23	"Je n'ai pas beaucoup de leçons de style à recevoir de quelqu'un qui militait pour que DSK devienne Président de la République" #dpda	negative
24	Ils mettent les pubs au moment où on s'y attend vraiment pas, mais alors pas du tout. #TheVoice 	negative
25	La leçon d'économie de DSK à Cambridge (attention, pas de parti pris politique ni people, juste de l'eco) http://vsb.li/g23Nn8 via @LesEchos	objective
26	Depardieu : "Je vais jouer DSK car je ne l'aime pas"‎: L'acteur Gérard Depardieu a accepté d'incarner le person... http://bit.ly/wi5Ip4	objective
27	DSK n'est pas le bienvenu au Parlement européen: L'invitation adressée à Dominique Strauss-Kahn par un eurodéput... http://bit.ly/GDT9TG	objective
28	Très sincèrement la chanson "Le changement c'est maintenant" pourrait être LA raison qui m'empêcherait de voter Hollande. #FH2012 	negative
29	Pour une fois que DSK et ses frasques "passionnantes" ne font pas la une, des éditions spéciales et tutti quanti.. Ca me rassure... un peu!	negative
30	affaire DSK SCANDALE AUX USA Le procureur Vance n'aurait pas dû abandonner» http://www.lefigaro.fr/actualite-france/2012/03/25/01016-20120325ARTFIG00143-le-procureur-vance-n-aurait-pas-du-abandonner.php	negative
31	#DSK songe à déménager en Ontario s'il est libéré des accusations de proxénétisme... http://www.ledevoir.com/societe/justice/345944/maisons-closes-la-cour-d-appel-de-l-ontario-invalide-la-loi-federale	negative
32	Oah ce #DSK quel Gentleman quand même.. (via @gsmet cc @lemondefr) http://www.lemonde.fr/societe/article/2012/03/28/affaire-du-carlton-ce-que-revelent-les-proces-verbaux-de-la-garde-a-vue-de-dsk_1676701_3224.html	objective
33	Je ne savais pas chercher sur google donc j'ai cherché sur google comment faire 	negative
